order_id,customer_id,product_id,quantity,order_date,order_ts
20260825130,43,1,1,2026-08-25,2026-08-25T20:27:00
20260825131,9,8,2,2026-08-25,2026-08-25T01:16:00
20260825132,25,6,2,2026-08-25,2026-08-25T14:20:00
20260825133,22,7,3,2026-08-25,2026-08-25T13:16:00
20260825134,6,8,1,2026-08-25,2026-08-25T23:34:00
20260825135,4,6,2,2026-08-25,2026-08-25T20:04:00
20260825136,50,1,1,2026-08-25,2026-08-25T07:12:00
20260825137,2,3,2,2026-08-25,2026-08-25T04:30:00
20260825138,43,2,2,2026-08-25,2026-08-25T14:44:00
20260825139,17,6,2,2026-08-25,2026-08-25T19:38:00
20260825140,48,2,2,2026-08-25,2026-08-25T09:06:00
20260825141,38,1,3,2026-08-25,2026-08-25T18:43:00
20260825142,25,7,2,2026-08-25,2026-08-25T02:37:00
20260825143,45,4,1,2026-08-25,2026-08-25T22:49:00
20260825144,20,2,1,2026-08-25,2026-08-25T11:34:00
20260825145,28,6,1,2026-08-25,2026-08-25T16:41:00
20260825146,22,1,4,2026-08-25,2026-08-25T15:06:00
20260825147,28,6,4,2026-08-25,2026-08-25T22:09:00
20260825148,28,3,3,2026-08-25,2026-08-25T19:51:00
20260825149,35,8,4,2026-08-25,2026-08-25T13:52:00
