order_id,customer_id,product_id,quantity,order_date,order_ts
20260824039,8,4,2,2026-08-24,2026-08-24T02:21:00
20260824040,2,4,2,2026-08-24,2026-08-24T00:04:00
20260824041,46,1,2,2026-08-24,2026-08-24T02:57:00
20260824042,3,6,1,2026-08-24,2026-08-24T16:15:00
20260824043,18,8,2,2026-08-24,2026-08-24T17:08:00
20260824044,47,8,2,2026-08-24,2026-08-24T15:51:00
20260824045,27,4,1,2026-08-24,2026-08-24T03:42:00
20260824046,28,6,4,2026-08-24,2026-08-24T13:29:00
20260824047,47,1,1,2026-08-24,2026-08-24T01:25:00
20260824048,47,6,1,2026-08-24,2026-08-24T07:12:00
20260824049,13,8,2,2026-08-24,2026-08-24T13:11:00
20260824050,18,8,2,2026-08-24,2026-08-24T02:28:00
20260824051,36,2,1,2026-08-24,2026-08-24T20:34:00
20260824052,1,2,2,2026-08-24,2026-08-24T05:26:00
20260824053,32,8,2,2026-08-24,2026-08-24T12:57:00
20260824054,4,3,4,2026-08-24,2026-08-24T00:24:00
20260824055,17,8,3,2026-08-24,2026-08-24T13:44:00
20260824056,47,8,2,2026-08-24,2026-08-24T06:18:00
20260824057,14,1,1,2026-08-24,2026-08-24T23:20:00
20260824058,4,1,4,2026-08-24,2026-08-24T16:58:00
20260824059,34,3,1,2026-08-24,2026-08-24T16:05:00
20260824060,12,2,1,2026-08-24,2026-08-24T21:55:00
20260824061,16,7,1,2026-08-24,2026-08-24T18:15:00
20260824062,38,1,1,2026-08-24,2026-08-24T13:42:00
20260824063,38,6,3,2026-08-24,2026-08-24T06:42:00
20260824064,46,6,2,2026-08-24,2026-08-24T08:25:00
20260824065,9,5,4,2026-08-24,2026-08-24T10:59:00
20260824066,49,2,1,2026-08-24,2026-08-24T14:39:00
20260824067,37,2,1,2026-08-24,2026-08-24T17:13:00
20260824068,33,5,2,2026-08-24,2026-08-24T11:56:00
20260824069,5,4,3,2026-08-24,2026-08-24T09:10:00
20260824070,29,5,1,2026-08-24,2026-08-24T21:52:00
20260824071,36,5,1,2026-08-24,2026-08-24T04:16:00
20260824072,8,2,2,2026-08-24,2026-08-24T08:18:00
20260824073,39,4,3,2026-08-24,2026-08-24T06:43:00
20260824074,41,5,4,2026-08-24,2026-08-24T08:57:00
20260824075,4,2,4,2026-08-24,2026-08-24T08:02:00
20260824076,1,6,2,2026-08-24,2026-08-24T20:16:00
20260824077,11,8,4,2026-08-24,2026-08-24T17:00:00
20260824078,8,2,2,2026-08-24,2026-08-24T17:02:00
20260824079,24,3,4,2026-08-24,2026-08-24T04:02:00
20260824080,20,6,1,2026-08-24,2026-08-24T11:13:00
20260824081,44,4,1,2026-08-24,2026-08-24T11:49:00
20260824082,36,7,2,2026-08-24,2026-08-24T07:55:00
20260824083,11,3,4,2026-08-24,2026-08-24T00:11:00
20260824084,48,6,4,2026-08-24,2026-08-24T21:55:00
20260824085,48,4,3,2026-08-24,2026-08-24T05:50:00
20260824086,45,2,4,2026-08-24,2026-08-24T01:54:00
20260824087,31,4,2,2026-08-24,2026-08-24T14:22:00
20260824088,20,4,2,2026-08-24,2026-08-24T00:42:00
20260824089,13,7,3,2026-08-24,2026-08-24T08:55:00
20260824090,5,5,3,2026-08-24,2026-08-24T20:32:00
20260824091,26,6,1,2026-08-24,2026-08-24T03:56:00
20260824092,17,3,3,2026-08-24,2026-08-24T01:06:00
20260824093,39,7,3,2026-08-24,2026-08-24T23:50:00
20260824094,21,7,1,2026-08-24,2026-08-24T12:57:00
20260824095,37,4,3,2026-08-24,2026-08-24T01:45:00
20260824096,28,1,2,2026-08-24,2026-08-24T11:27:00
20260824097,5,6,3,2026-08-24,2026-08-24T21:54:00
20260824098,8,5,3,2026-08-24,2026-08-24T21:26:00
20260824099,21,7,3,2026-08-24,2026-08-24T17:08:00
20260824100,13,7,4,2026-08-24,2026-08-24T21:47:00
20260824101,12,5,4,2026-08-24,2026-08-24T17:53:00
20260824102,1,5,3,2026-08-24,2026-08-24T06:27:00
20260824103,38,6,4,2026-08-24,2026-08-24T14:28:00
20260824104,44,4,4,2026-08-24,2026-08-24T23:10:00
20260824105,43,2,3,2026-08-24,2026-08-24T16:42:00
20260824106,41,6,1,2026-08-24,2026-08-24T07:43:00
20260824107,20,4,2,2026-08-24,2026-08-24T04:01:00
20260824108,3,4,4,2026-08-24,2026-08-24T19:54:00
20260824109,50,2,4,2026-08-24,2026-08-24T13:56:00
20260824110,41,4,4,2026-08-24,2026-08-24T15:25:00
20260824111,16,3,1,2026-08-24,2026-08-24T03:49:00
20260824112,28,4,2,2026-08-24,2026-08-24T22:33:00
20260824113,30,1,2,2026-08-24,2026-08-24T03:29:00
20260824114,9,8,3,2026-08-24,2026-08-24T14:39:00
20260824115,47,7,4,2026-08-24,2026-08-24T05:47:00
20260824116,31,8,3,2026-08-24,2026-08-24T07:53:00
20260824117,41,5,4,2026-08-24,2026-08-24T20:15:00
20260824118,18,8,1,2026-08-24,2026-08-24T22:18:00
20260824119,16,5,3,2026-08-24,2026-08-24T10:57:00
20260824120,35,2,2,2026-08-24,2026-08-24T04:14:00
20260824121,25,3,2,2026-08-24,2026-08-24T02:26:00
20260824122,27,6,4,2026-08-24,2026-08-24T13:03:00
20260824123,14,7,4,2026-08-24,2026-08-24T18:44:00
20260824124,2,7,4,2026-08-24,2026-08-24T00:22:00
20260824125,20,7,4,2026-08-24,2026-08-24T17:47:00
20260824126,48,4,4,2026-08-24,2026-08-24T07:17:00
20260824127,28,8,1,2026-08-24,2026-08-24T12:21:00
20260824128,43,7,2,2026-08-24,2026-08-24T14:58:00
20260824129,9,1,4,2026-08-24,2026-08-24T18:36:00
20260824130,43,1,1,2026-08-24,2026-08-24T20:27:00
20260824131,9,8,2,2026-08-24,2026-08-24T01:16:00
20260824132,25,6,2,2026-08-24,2026-08-24T14:20:00
20260824133,22,7,3,2026-08-24,2026-08-24T13:16:00
20260824134,6,8,1,2026-08-24,2026-08-24T23:34:00
20260824135,4,6,2,2026-08-24,2026-08-24T20:04:00
20260824136,50,1,1,2026-08-24,2026-08-24T07:12:00
20260824137,2,3,2,2026-08-24,2026-08-24T04:30:00
20260824138,43,2,2,2026-08-24,2026-08-24T14:44:00
20260824139,17,6,2,2026-08-24,2026-08-24T19:38:00
20260824140,48,2,2,2026-08-24,2026-08-24T09:06:00
20260824141,38,1,3,2026-08-24,2026-08-24T18:43:00
20260824142,25,7,2,2026-08-24,2026-08-24T02:37:00
20260824143,45,4,1,2026-08-24,2026-08-24T22:49:00
20260824144,20,2,1,2026-08-24,2026-08-24T11:34:00
20260824145,28,6,1,2026-08-24,2026-08-24T16:41:00
20260824146,22,1,4,2026-08-24,2026-08-24T15:06:00
20260824147,28,6,4,2026-08-24,2026-08-24T22:09:00
20260824148,28,3,3,2026-08-24,2026-08-24T19:51:00
20260824149,35,8,4,2026-08-24,2026-08-24T13:52:00
